Story Points,Epic Size,Story Cycle Time (Bus. Days),Story Lead Time (Bus. Days),Epic Cycle Time (Bus. Days),Epic Lead Time (Bus. Days),Feature Cycle Time (Bus. Days),Feature Lead Time (Bus. Days),Theme Cycle Time (Bus. Days),Theme Lead Time (Bus. Days),To Do,Data analysis,Ready for Dev,In Progress,In Dev,In Test,Test Failed,In Review,Blocked,Ready for Test,Story Done
1,9,8,12,56,62,149,164,219,223,6,0,0,8,0,0,0,0,0,0,51
3,84,3,5,150,159,149,164,219,223,1,0,0,3,0,0,0,0,0,0,61
5,84,6,9,150,159,149,164,219,223,5,0,0,6,0,0,0,0,0,0,51
3,49,1,54,149,154,149,164,219,223,52,0,0,1,0,0,0,0,0,0,11
2,28,5,11,51,61,149,164,219,223,6,0,0,5,0,0,0,0,0,0,52
1,54,1,54,140,141,149,164,219,223,52,0,0,1,0,0,0,0,0,0,11
5,49,5,11,149,154,149,164,219,223,6,0,0,5,0,0,0,0,0,0,52
0,3,8,20,15,25,149,164,219,223,10,0,0,8,0,0,0,0,0,0,141
3,84,5,11,150,159,149,164,219,223,6,0,0,5,0,0,0,0,0,0,52
3,28,5,11,51,61,149,164,219,223,6,0,0,5,0,0,0,0,0,0,52
5,52,8,10,135,151,149,164,219,223,3,0,0,8,0,0,0,0,0,0,52
3,59,40,49,111,120,211,213,219,223,7,0,0,40,0,0,0,0,0,0,60
0,59,1,36,111,120,211,213,219,223,36,0,0,1,0,0,0,0,0,0,40
0,59,1,26,111,120,211,213,219,223,26,0,0,1,0,0,0,0,0,0,50
0,59,1,15,111,120,211,213,219,223,15,0,0,1,0,0,0,0,0,0,60
3,59,40,44,111,120,211,213,219,223,3,0,0,40,0,0,0,0,0,0,61
0,59,1,25,111,120,211,213,219,223,12,0,0,1,0,0,0,0,0,0,51
0,59,1,24,111,120,211,213,219,223,22,0,0,1,0,0,0,0,0,0,50
0,59,1,19,111,120,211,213,219,223,19,0,0,1,0,0,0,0,0,0,53
0,59,1,20,111,120,211,213,219,223,18,0,0,1,0,0,0,0,0,0,51
0,59,1,15,111,120,211,213,219,223,15,0,0,1,0,0,0,0,0,0,61
0,59,1,9,111,120,211,213,219,223,9,0,0,1,0,0,0,0,0,0,61
0,59,7,9,129,138,149,164,219,223,1,0,0,7,0,0,0,1,0,0,141
8,56,7,40,211,213,211,213,219,223,33,0,0,4,0,0,0,20,0,0,2
0,59,1,13,111,120,211,213,219,223,11,0,0,1,0,0,0,0,0,0,51
3,16,1,20,49,64,149,164,219,223,20,0,0,1,0,0,0,0,0,0,41
0,16,1,23,49,64,149,164,219,223,21,0,0,1,0,0,0,0,0,0,41
5,28,9,13,51,61,149,164,219,223,2,0,0,9,0,0,0,0,0,0,51
5,49,8,10,149,154,149,164,219,223,2,0,0,8,0,0,0,0,0,0,51
0,59,1,9,129,138,149,164,219,223,7,0,0,1,0,0,0,0,0,0,141
0,28,1,9,51,61,149,164,219,223,9,0,0,-2,0,0,0,0,0,0,51
5,54,1,9,140,141,149,164,219,223,9,0,0,-2,0,0,0,0,0,0,51
5,54,7,16,140,141,149,164,219,223,9,0,0,7,0,0,0,0,0,0,131
3,59,1,11,111,120,211,213,219,223,11,0,0,1,0,0,0,0,0,0,51
3,84,5,8,150,159,149,164,219,223,5,0,0,5,0,0,0,0,0,0,51
3,9,6,8,56,62,149,164,219,223,5,0,0,6,0,0,0,0,0,0,51
0,54,4,9,140,141,149,164,219,223,3,0,0,4,0,0,0,0,0,0,141
3,7,5,7,58,60,149,164,219,223,5,0,0,5,0,0,0,0,0,0,52
0,28,11,11,51,61,149,164,219,223,6,0,0,1,0,0,0,0,0,0,50
0,59,1,10,111,120,211,213,219,223,10,0,0,1,0,0,0,0,0,0,51
3,59,1,8,111,120,211,213,219,223,10,0,0,1,0,0,0,0,0,0,51
0,59,10,10,111,120,211,213,219,223,1,0,0,1,0,0,0,0,0,0,51
2,59,5,5,129,138,149,164,219,223,1,0,0,5,0,0,0,0,0,0,141
0,59,1,10,111,120,211,213,219,223,10,0,0,1,0,0,0,0,0,0,51
0,54,26,36,140,141,149,164,219,223,10,0,0,11,0,0,0,16,0,0,25
8,52,9,8,135,151,149,164,219,223,2,0,0,9,0,0,0,0,0,0,51
3,9,1,17,47,57,149,164,219,223,19,0,0,1,0,0,0,0,0,0,41
5,9,9,20,47,57,149,164,219,223,9,0,0,9,0,0,0,0,0,0,41
1,5,6,14,36,46,149,164,219,223,8,0,0,6,0,0,0,0,0,0,44
3,56,6,8,211,213,211,213,219,223,1,0,0,6,0,0,0,0,0,0,51
0,24,80,86,174,174,211,213,219,223,7,0,0,28,0,0,0,0,0,0,41
0,56,79,94,211,213,211,213,219,223,15,0,0,79,0,0,0,0,0,0,34
0,56,53,51,211,213,211,213,219,223,1,0,0,53,0,0,0,0,0,0,41
0,59,22,46,111,120,211,213,219,223,25,0,0,22,0,0,0,0,0,0,51
8,52,8,20,135,151,149,164,219,223,10,0,0,8,0,0,0,0,0,0,141
0,23,1,51,125,181,211,213,219,223,51,0,0,1,0,0,0,0,0,0,40
0,23,1,28,125,181,211,213,219,223,28,0,0,1,0,0,0,0,0,0,20.5
3,84,5,5,150,159,149,164,219,223,1,0,0,5,0,0,0,0,0,0,52
0,32,1,16,40,57,211,213,219,223,16,0,0,1,0,0,0,0,0,0,40
0,1,41,55,43,55,149,164,219,223,14,0,0,0,0,0,0,41,0,0,1
0,23,9,51,125,181,211,213,219,223,45,0,0,9,0,0,0,0,0,0,1
0,24,1,14,174,174,211,213,219,223,14,0,0,1,0,0,0,0,0,0,41
3,84,7,11,150,159,149,164,219,223,6,0,0,7,0,0,0,0,0,0,131
5,12,9,15,49,55,149,164,219,223,4,0,0,9,0,0,0,0,0,0,41
3,54,1,1,140,141,149,164,219,223,1,0,0,1,0,0,0,0,0,0,52
2,52,1,11,135,151,149,164,219,223,11,0,0,1,0,0,0,0,0,0,41
5,49,1,10,149,154,149,164,219,223,10,0,0,1,0,0,0,0,0,0,42
3,7,1,11,58,60,149,164,219,223,11,0,0,1,0,0,0,0,0,0,42
3,28,1,11,51,61,149,164,219,223,11,0,0,1,0,0,0,0,0,0,41
2,28,1,11,51,61,149,164,219,223,11,0,0,1,0,0,0,0,0,0,41
3,84,1,11,150,159,149,164,219,223,11,0,0,1,0,0,0,0,0,0,41
5,52,10,11,135,151,149,164,219,223,1,0,0,10,0,0,0,0,0,0,42
3,54,1,14,140,141,149,164,219,223,12,0,0,1,0,0,0,0,0,0,41
3,84,7,10,150,159,149,164,219,223,3,0,0,7,0,0,0,0,0,0,42
5,49,7,13,149,154,149,164,219,223,5,0,0,7,0,0,0,0,0,0,41
8,52,10,13,135,151,149,164,219,223,2,0,0,10,0,0,0,0,0,0,41
3,9,7,10,56,62,149,164,219,223,3,0,0,7,0,0,0,0,0,0,42
5,84,4,10,150,159,149,164,219,223,7,0,0,4,0,0,0,0,0,0,41
5,54,1,13,140,141,149,164,219,223,11,0,0,1,0,0,0,0,0,0,41
5,28,1,13,51,61,149,164,219,223,11,0,0,1,0,0,0,0,0,0,41
3,59,1,8,111,120,211,213,219,223,10,0,0,1,0,0,0,0,0,0,42
0,59,1,22,111,120,211,213,219,223,22,0,0,1,0,0,0,0,0,0,29
5,54,9,8,140,141,149,164,219,223,2,0,0,9,0,0,0,0,0,0,131
5,28,9,10,51,61,149,164,219,223,2,0,0,9,0,0,0,0,0,0,41
3,84,1,10,150,159,149,164,219,223,10,0,0,1,0,0,0,0,0,0,41
0,59,3,12,111,120,211,213,219,223,10,0,0,0,0,0,0,3,0,0,39
0,59,3,12,111,120,211,213,219,223,10,0,0,0,0,0,0,3,0,0,39
0,59,1,7,111,120,211,213,219,223,9,0,0,1,0,0,0,0,0,0,42
3,59,20,30,111,120,211,213,219,223,5.5,0,0,1,0,0,0,20,0,0,21
3,59,3,12,111,120,211,213,219,223,10,0,0,0,0,0,0,3,0,0,39
3,26,1,9,45,46,149,164,219,223,9,0,0,0,0,0,0,1,0,0,41
3,59,7,8,129,138,149,164,219,223,4,0,0,7,0,0,0,0,0,0,131
0,2,1,26,41,47,149,164,219,223,28,0,0,1,0,0,0,0,0,0,21
0,59,1,6,111,120,211,213,219,223,8,0,0,1,0,0,0,0,0,0,42
0,26,1,6,45,46,149,164,219,223,8,0,0,1,0,0,0,0,0,0,41
3,26,1,6,45,46,149,164,219,223,8,0,0,1,0,0,0,0,0,0,41
3,26,7,5,45,46,149,164,219,223,1,0,0,7,0,0,0,0,0,0,42
3,26,7,5,45,46,149,164,219,223,1,0,0,7,0,0,0,0,0,0,42
3,12,1,15,49,55,149,164,219,223,17,0,0,1,0,0,0,0,0,0,31
3,8,1,6,33,39,149,164,219,223,6,0,0,1,0,0,0,1,0,0,42
2,1,1,21,1,21,149,164,219,223,21,0,0,1,0,0,0,0,0,0,14
0,14,11,15,23,29,149,164,219,223,7,0,0,1,0,0,0,3,0,0,31
0,14,3,20,23,29,149,164,219,223,17,0,0,0,0,0,0,3,0,0,28
3,32,1,6,40,57,211,213,219,223,6,0,0,1,0,0,0,0,0,0,42
21,70,6,21,201,211,204,214,224,225,18,0,0,6,0,0,0,0,0,0,191
0,13,14,20,110,119,204,214,224,225,7,0,0,14,0,0,0,0,0,0,191
3,52,7,109,128,190,204,214,224,225,102,0,0,1,0,0,0,0,0,0,79
3,70,21,93,201,211,204,214,224,225,72,0,0,17,0,0,0,0,0,0,95
3,70,21,93,201,211,204,214,224,225,72,0,0,21,0,0,0,0,0,0,95
3,70,20,93,201,211,204,214,224,225,73,0,0,20,0,0,0,0,0,0,95
8,114,1,51,200,209,204,214,224,225,51,0,0,1,0,0,0,0,0,0,136
5,114,1,51,200,209,204,214,224,225,51,0,0,1,0,0,0,0,0,0,136
5,114,1,120,200,209,204,214,224,225,120,0,0,1,0,0,0,0,0,0,67
2,7,9,85,77,85,204,214,224,225,77,0,0,9,0,0,0,0,0,0,126
0,13,2,2,110,119,204,214,224,225,3,0,0,1,0,0,0,0,0,0,181
5,114,14,28,200,209,204,214,224,225,14,0,0,6.5,0,0,0,1,0,0,73.5
2,70,3,5,201,211,204,214,224,225,2,0,0,3,0,0,0,0,0,0,161
1,70,1,5,201,211,204,214,224,225,5,0,0,1,0,0,0,0,0,0,161
5,21,8,7,171,195,204,214,224,225,2,0,0,7,0,0,0,0,0,0,157
0,6,1,25,55,57,204,214,224,225,23,0,0,1,0,0,0,0,0,0,135
3,114,10,10,200,209,204,214,224,225,1,0,0,8,0,0,0,0,0,0,146
3,114,6,6,200,209,204,214,224,225,1,0,0,2,0,0,0,0,0,0,150
3,11,10,10,136,143,204,214,224,225,1,0,0,10,0,0,0,0,0,0,146
5,11,9,10,136,143,204,214,224,225,1,0,0,9,0,0,0,0,0,0,146
1,12,6,10,138,140,204,214,224,225,2,0,0,6,0,0,0,0,0,0,146
1,12,6,25,138,140,204,214,224,225,20,0,0,2,0,0,0,0,0,0,129
3,70,7,25,201,211,204,214,224,225,20,0,0,7,0,0,0,0,0,0,126
1,12,18,35,138,140,204,214,224,225,19,0,0,17,0,0,0,0,0,0,117
3,12,1,35,138,140,204,214,224,225,37,0,0,1,0,0,0,0,0,0,117
1,12,8,50,138,140,204,214,224,225,41,0,0,7,0,0,0,0,0,0,106
3,12,8,50,138,140,204,214,224,225,41,0,0,7,0,0,0,0,0,0,106
2,70,2,4,201,211,204,214,224,225,2,0,0,1,0,0,0,0,0,0,150
2,70,2,4,201,211,204,214,224,225,2,0,0,1,0,0,0,0,0,0,150
2,70,6,8,201,211,204,214,224,225,3,0,0,4,0,0,0,0,0,0,139
2,70,3,11,201,211,204,214,224,225,8,0,0,3,0,0,0,0,0,0,136
2,70,9,11,201,211,204,214,224,225,3,0,0,8,0,0,0,0,0,0,136
4,114,9,8,200,209,204,214,224,225,1,0,0,9,0,0,0,0,0,0,136
4,114,9,8,200,209,204,214,224,225,1,0,0,9,0,0,0,0,0,0,136
1,114,7,11,200,209,204,214,224,225,4,0,0,4,0,0,0,0,0,0,129
1,11,2,9,136,143,204,214,224,225,7,0,0,1,0,0,0,0,0,0,129
2,11,6,8,136,143,204,214,224,225,3,0,0,1,0,0,0,0,0,0,129
2,21,17,23,171,195,204,214,224,225,4,0,0,8.5,0,0,0,0,0,0,116
5,52,5,5,128,190,204,214,224,225,1,0,0,3,0,0,0,0,0,0,127
4,52,10,18,128,190,204,214,224,225,6,0,0,10,0,0,0,0,0,0,116
1,70,2,2,201,211,204,214,224,225,1,0,0,2,0,0,0,0,0,0,129
2,52,8,11,128,190,204,214,224,225,5,0,0,7,0,0,0,0,0,0,117
2,114,10,19,200,209,204,214,224,225,10,0,0,36.5,0,0,0,0,0,0,23.5
4,70,9,10,201,211,204,214,224,225,1,0,0,9,0,0,0,0,0,0,116
3,13,18,18,110,119,204,214,224,225,1,0,0,13,0,0,0,0,0,0,95
2,114,1,41,200,209,204,214,224,225,41,0,0,1,0,0,0,0,0,0,64
2,114,1,41,200,209,204,214,224,225,41,0,0,1,0,0,0,0,0,0,64
21,114,2,55,200,209,204,214,224,225,53,0,0,1,0,0,0,0,0,0,51
1,13,6,6,110,119,204,214,224,225,1,0,0,1,0,0,0,0,0,0,95
1,13,6,6,110,119,204,214,224,225,1,0,0,3,0,0,0,0,0,0,95
2,13,6,6,110,119,204,214,224,225,1,0,0,3,0,0,0,0,0,0,95
2,114,8,16,200,209,204,214,224,225,8,0,0,1,0,0,0,0,0,0,79
3,114,8,16,200,209,204,214,224,225,8,0,0,1,0,0,0,0,0,0,79
2,114,8,16,200,209,204,214,224,225,8,0,0,1,0,0,0,0,0,0,79
2,114,24,32,200,209,204,214,224,225,8,0,0,24,0,0,0,0,0,0,64
2,114,23,31,200,209,204,214,224,225,8,0,0,23,0,0,0,0,0,0,64
2,114,8,12,200,209,204,214,224,225,4,0,0,8,0,0,0,0,0,0,79
2,11,7,18,136,143,204,214,224,225,9,0,0,7,0,0,0,0,0,0,71
2,3,7,18,122,143,204,214,224,225,9,0,0,7,0,0,0,0,0,0,71
2,52,8,29,128,190,204,214,224,225,22,0,0,4,0,0,0,0,0,0,38
2,52,3,24,128,190,204,214,224,225,20,0,0,2,0,0,0,0,0,0,46
2,52,3,24,128,190,204,214,224,225,20,0,0,2,0,0,0,0,0,0,46
2,52,2,31,128,190,204,214,224,225,29,0,0,1,0,0,0,0,0,0,37
8,70,28,36,201,211,204,214,224,225,10,0,0,28,0,0,0,0,0,0,177
5,52,3,34,128,190,204,214,224,225,29,0,0,1,0,0,0,0,0,0,36
2,52,8,29,128,190,204,214,224,225,22,0,0,2,0,0,0,0,0,0,38
0,1,49,47,47,47,204,214,224,225,1,0,0,49,0,0,0,0,0,0,17
3,1,2,2,2,2,204,214,224,225,1,0,0,2,0,0,0,0,0,0,63
2,70,3,19,201,211,204,214,224,225,17,0,0,2,0,0,0,0,0,0,46
0,21,11,35,171,195,204,214,224,225,25,0,0,11,0,0,0,0,0,0,177
3,70,8,30,201,211,204,214,224,225,21,0,0,6,0,0,0,0,0,0,36
3,70,6,55,201,211,204,214,224,225,49,0,0,5,0,0,0,0,0,0,10
3,21,2,10,171,195,204,214,224,225,11,0,0,1,0,0,0,0,0,0,52
3,21,6,19,171,195,204,214,224,225,13,0,0,5,0,0,0,0,0,0,46
3,12,1,50,138,140,204,214,224,225,48,0,0,1,0,0,0,0,0,0,16
2,70,3,19,201,211,204,214,224,225,17,0,0,2,0,0,0,0,0,0,46
3,70,8,30,201,211,204,214,224,225,21,0,0,6,0,0,0,0,0,0,36
0,3,1,143,122,143,204,214,224,225,143,0,0,1,0,0,0,0,0,0,68
0,11,14,20,136,143,204,214,224,225,7,0,0,8,0,0,0,0,0,0,191
3,52,5,55,128,190,204,214,224,225,51,0,0,1,0,0,0,0,0,0,9
0,11,1,143,136,143,204,214,224,225,143,0,0,1,0,0,0,0,0,0,68
2,114,1,37,200,209,204,214,224,225,37,0,0,1,0,0,0,0,0,0,27
2,114,13,26,200,209,204,214,224,225,13,0,0,8,0,0,0,0,0,0,38
2,70,8,30,201,211,204,214,224,225,20,0,0,7,0,0,0,0,0,0,36
1,114,8,26,200,209,204,214,224,225,19,0,0,3,0,0,0,0,0,0,38
2,114,5,45,200,209,204,214,224,225,43,0,0,4,0,0,0,0,0,0,17
2,114,5,45,200,209,204,214,224,225,43,0,0,4,0,0,0,0,0,0,17
0,114,6,12,200,209,204,214,224,225,9,0,0,6,0,0,0,0,0,0,191
5,114,1,36,200,209,204,214,224,225,36,0,0,1,0,0,0,0,0,0,27
2,12,7,20,138,140,204,214,224,225,12,0,0,6,0,0,0,0,0,0,46
9,114,59,59,200,209,204,214,224,225,1,0,0,1,0,0,0,0,0,0,5
1,3,7,20,18,29,204,214,224,225,12,0,0,6,0,0,0,0,0,0,46
0,70,14,12,201,211,204,214,224,225,1,0,0,8,0,0,0,0,0,0,191
1,3,7,29,18,29,204,214,224,225,21,0,0,7,0,0,0,0,0,0,36
5,3,7,20,39,39,204,214,224,225,12,0,0,6,0,0,0,0,0,0,46
5,3,7,29,39,39,204,214,224,225,21,0,0,7,0,0,0,0,0,0,36
1,5,7,20,55,72,204,214,224,225,12,0,0,6,0,0,0,0,0,0,46
1,5,7,29,55,72,204,214,224,225,21,0,0,7,0,0,0,0,0,0,36
5,7,3,30,35,60,204,214,224,225,25,0,0,3,0,0,0,0,0,0,36
5,7,5,45,35,60,204,214,224,225,43,0,0,5,0,0,0,0,0,0,17
5,7,10,60,35,60,204,214,224,225,48,0,0,10,0,0,0,0,0,0,6
8,114,126,127,200,209,204,214,224,225,12.5,0,0,7,0,0,0,5,0,0,79
1,6,18,40,40,60,204,214,224,225,21,0,0,17,0,0,0,0,0,0,26
1,6,8,45,40,60,204,214,224,225,39,0,0,8,0,0,0,0,0,0,17
1,6,10,60,40,60,204,214,224,225,48,0,0,10,0,0,0,0,0,0,6
0,13,14,21,110,119,204,214,224,225,8,0,0,8,0,0,0,0,0,0,191
5,114,68,67,200,209,204,214,224,225,22,0,0,7,0,0,0,3.5,0,0,136
1,114,3,26,200,209,204,214,224,225,25,0,0,3,0,0,0,0,0,0,36
2,21,37,60,171,195,204,214,224,225,12,0,0,7,0,0,0,23,0,0,146
0,52,4,42,128,190,204,214,224,225,41,0,0,4,0,0,0,0,0,0,17
0,7,1,32,52,56,84,89,115,144,34,0,0,1,0,0,0,0,0,0,31
2,70,17,90,201,211,204,214,224,225,73,0,0,16,0,0,0,0,0,0,116
0,37,1,31,42,61,82,90,82,90,33,0,0,1,0,0,0,0,0,0,31
0,37,14,31,42,61,82,90,82,90,20,0,0,7.5,0,0,0,0,0,0,31
0,37,1,61,42,61,82,90,82,90,61,0,0,1,0,0,0,0,0,0,4
3,70,7,10,201,211,204,214,224,225,4,0,0,6,0,0,0,0,0,0,26
3,70,6,6,201,211,204,214,224,225,1,0,0,5,0,0,0,0,0,0,26
5,7,7,9,35,60,204,214,224,225,1,0,0,6,0,0,0,0,0,0,26
1,70,7,9,201,211,204,214,224,225,1,0,0,6,0,0,0,0,0,0,26
1,114,1,1,200,209,204,214,224,225,1,0,0,1,0,0,0,0,0,0,27
3,12,1,3,138,140,204,214,224,225,1,0,0,1,0,0,0,0,0,0,26
3,70,7,7,201,211,204,214,224,225,2,0,0,6,0,0,0,0,0,0,17
3,70,4,6,201,211,204,214,224,225,2,0,0,3,0,0,0,0,0,0,20
0,13,14,12,110,119,204,214,224,225,1,0,0,14,0,0,0,0,0,0,191
2,70,5,7,201,211,204,214,224,225,4,0,0,5,0,0,0,0,0,0,17
1,114,2,6,200,209,204,214,224,225,4,0,0,1,0,0,0,0,0,0,20
2,114,5,7,200,209,204,214,224,225,4,0,0,5,0,0,0,0,0,0,17
0,114,1,11,200,209,204,214,224,225,11,0,0,1,0,0,0,0,0,0,14
6,21,5,7,171,195,204,214,224,225,4,0,0,5,0,0,0,0,0,0,17
3,21,7,7,171,195,204,214,224,225,2,0,0,7,0,0,0,0,0,0,17
2,114,14,20,200,209,204,214,224,225,4,0,0,14,0,0,0,0,0,0,6
2,52,6,5,128,190,204,214,224,225,1,0,0,6,0,0,0,0,0,0,17
2,114,5,5,200,209,204,214,224,225,3,0,0,5,0,0,0,0,0,0,17
3,13,7,47,110,119,204,214,224,225,42,0,0,7,0,0,0,0,0,0,157
2,114,2,2,200,209,204,214,224,225,1,0,0,1,0,0,0,0,0,0,20
4,114,4,5,200,209,204,214,224,225,2,0,0,4,0,0,0,0,0,0,16
1,70,4,2,201,211,204,214,224,225,1,0,0,3,0,0,0,0,0,0,17
1,52,2,0,128,190,204,214,224,225,1,0,0,2,0,0,0,0,0,0,17
0,13,7,23,110,119,204,214,224,225,18,0,0,7,0,0,0,0,0,0,181
2,114,9,10,200,209,204,214,224,225,1,0,0,6,0,0,0,0,0,0,6
2,52,10,10,128,190,204,214,224,225,1,0,0,7,0,0,0,0,0,0,6
1,52,6,10,128,190,204,214,224,225,5,0,0,3,0,0,0,0,0,0,6
3,52,10,10,128,190,204,214,224,225,1,0,0,3,0,0,0,0,0,0,6
0,13,7,23,110,119,204,214,224,225,18,0,0,7,0,0,0,0,0,0,181
1,70,3,7,201,211,204,214,224,225,5,0,0,2,0,0,0,0,0,0,9
0,7,14,12,77,85,204,214,224,225,1,0,0,14,0,0,0,0,0,0,191
0,13,14,21,110,119,204,214,224,225,8,0,0,8,0,0,0,0,0,0,191
0,11,14,12,136,143,204,214,224,225,1,0,0,14,0,0,0,0,0,0,191
2,70,3,46,201,211,204,214,224,225,46,0,0,2,0,0,0,0,0,0,157
3,70,47,46,201,211,204,214,224,225,1,0,0,47,0,0,0,0,0,0,157
2,70,58,66,201,211,204,214,224,225,8,0,0,56,0,0,0,0,0,0,139
0,11,1,1,136,143,204,214,224,225,1,0,0,1,0,0,0,0,0,0,203
0,11,6,6,136,143,204,214,224,225,1,0,0,6,0,0,0,0,0,0,197
2,70,8,80,201,211,204,214,224,225,74,0,0,4,0,0,0,0,0,0,117
13,13,14,20,110,119,204,214,224,225,7,0,0,8,0,0,0,0,0,0,191
4,114,80,115,200,209,204,214,224,225,35,0,0,36,0,0,0,44,0,0,79
2,4,7,65,7,65,204,214,224,225,58,0,0,6,0,0,0,0,0,0,129
2,4,4,60,7,65,204,214,224,225,59,0,0,1,0,0,0,0,0,0,131
2,4,5,60,7,65,204,214,224,225,58,0,0,2,0,0,0,0,0,0,131
2,70,5,36,201,211,204,214,224,225,31,0,0,4,0,0,0,0,0,0,176
2,4,5,64,7,65,204,214,224,225,59,0,0,5,0,0,0,1,0,0,130
3,114,9,99,200,209,204,214,224,225,90,0,0,9,0,0,0,0,0,0,95
0,114,1,150,200,209,204,214,224,225,148,0,0,1,0,0,0,0,0,0,46
2,114,1,130,200,209,204,214,224,225,130,0,0,1,0,0,0,0,0,0,64
3,114,11,130,200,209,204,214,224,225,120,0,0,11,0,0,0,0,0,0,64
21,70,8,15,201,211,204,214,224,225,7,0,0,1,0,0,0,0,0,0,197
3,114,12,175,200,209,204,214,224,225,166,0,0,1.5,0,0,0,5,0,0,17
2,114,1,129,200,209,204,214,224,225,129,0,0,1,0,0,0,0,0,0,64
0,70,9,15,201,211,204,214,224,225,7,0,0,8,0,0,0,0,0,0,177
4,70,6,53,201,211,204,214,224,225,47,0,0,4,0,0,0,0,0,0,70
2,70,6,63,201,211,204,214,224,225,57,0,0,2,0,0,0,0,0,0,129
0,11,13,11,136,143,204,214,224,225,1,0,0,10,0,0,0,0,0,0,178
0,70,9,11,201,211,204,214,224,225,5,0,0,6,0,0,0,0,0,0,178
0,3,13,11,122,143,204,214,224,225,1,0,0,13,0,0,0,0,0,0,177
3,114,11,127,200,209,204,214,224,225,117,0,0,11,0,0,0,0,0,0,64
2,70,61,72,201,211,204,214,224,225,13,0,0,31,0,0,0,0,0,0,117
21,114,6,20,200,209,204,214,224,225,15,0,0,6,0,0,0,0,0,0,191
1,114,7,7,200,209,204,214,224,225,3,0,0,3,0,0,0,3,0,0,181
1,114,7,7,200,209,204,214,224,225,3,0,0,6,0,0,0,0,0,0,181
1,114,5,10,200,209,204,214,224,225,6,0,0,2.5,0,0,0,0,0,0,180
2,114,5,10,200,209,204,214,224,225,6,0,0,5,0,0,0,0,0,0,180
1,114,2,7,200,209,204,214,224,225,8,0,0,1,0,0,0,0,0,0,181
0,6,12,12,55,57,204,214,224,225,3,0,0,11,0,0,0,0,0,0,176
1,114,2,10,200,209,204,214,224,225,8,0,0,1,0,0,0,0,0,0,181
2,6,23,57,55,57,204,214,224,225,37,0,0,19,0,0,0,0,0,0,131
0,6,5,12,55,57,204,214,224,225,9,0,0,4,0,0,0,0,0,0,176
0,114,14,20,200,209,204,214,224,225,7,0,0,14,0,0,0,0,0,0,191
0,6,4,11,55,57,204,214,224,225,9,0,0,1,0,0,0,0,0,0,178
0,6,5,12,55,57,204,214,224,225,9,0,0,5,0,0,0,0,0,0,176
5,114,7,7,200,209,204,214,224,225,3,0,0,4,0,0,0,0,0,0,181
2,114,4,5,200,209,204,214,224,225,1,0,0,3,0,0,0,0,0,0,184
3,114,4,5,200,209,204,214,224,225,1,0,0,3,0,0,0,0,0,0,184
1,114,8,30,200,209,204,214,224,225,20.5,0,0,6,0,0,0,15,0,0,59.5
5,114,13,94,200,209,204,214,224,225,81,0,0,3,0,0,0,0,0,0,95
5,114,98,161,200,209,204,214,224,225,64,0,0,98,0,0,0,0,0,0,27
5,114,3,50,200,209,204,214,224,225,50,0,0,3,0,0,0,0,0,0,136
3,114,9,93,200,209,204,214,224,225,85,0,0,2,0,0,0,0,0,0,95
5,14,9,10,66,95,298,303,306,310,4,0,0,5,0,0,0,0,0,0,61
3,21,11,14,66,95,298,303,306,310,4,0,0,4,0,0,0,0,0,0,60
3,21,8,11,66,95,298,303,306,310,4,0,0,1,0,0,0,0,0,0,62
5,7,6,6,26,66,298,303,306,310,3,0,0,1,0,0,0,0,0,0,62
8,21,12,41,66,95,298,303,306,310,30,0,0,12,0,0,0,0,0,0,89
3,21,6,6,66,95,298,303,306,310,1,0,0,2,0,0,0,0,0,0,61
3,14,6,8,66,95,298,303,306,310,1,0,0,4,0,0,0,0,0,0,61
5,7,15,56,26,66,298,303,306,310,41,0,0,3,0,0,0,0,0,0,75
8,8,13,15,51,105,298,303,306,310,3,0,0,10,0,0,0,0,0,0,46
8,8,6,17,51,105,298,303,306,310,12,0,0,3,0,0,0,0,0,0,43
3,21,2,1,66,95,298,303,306,310,1,0,0,2,0,0,0,0,0,0,58
5,21,2,1,66,95,298,303,306,310,1,0,0,2,0,0,0,0,0,0,58
5,8,2,1,51,105,298,303,306,310,1,0,0,2,0,0,0,0,0,0,58
3,23,12,13,61,121,298,303,306,310,3,0,0,1,0,0,0,0,0,0,37
3,14,12,13,66,95,298,303,306,310,3,0,0,1,0,0,0,0,0,0,37
3,21,12,13,66,95,298,303,306,310,3,0,0,1,0,0,0,0,0,0,37
5,14,4,8,66,95,298,303,306,310,4,0,0,4,0,0,0,0,0,0,35
5,21,4,8,66,95,298,303,306,310,4,0,0,2.5,0,0,0,0,0,0,35
3,23,7,9,61,121,298,303,306,310,1,0,0,2,0,0,0,0,0,0,26
3,23,24,24,61,121,298,303,306,310,1,0,0,24,0,0,0,0,0,0,9
3,23,15,24,61,121,298,303,306,310,9,0,0,15,0,0,0,0,0,0,9
5,23,19,109,61,121,298,303,306,310,90,0,0,9,0,0,0,0,0,0,21
3,21,3,37,66,95,298,303,306,310,35,0,0,2,0,0,0,0,0,0,93
2,19,1,11,189,189,298,303,306,310,11,0,0,1,0,0,0,0,0,0,120
2,19,1,12,189,189,298,303,306,310,12,0,0,1,0,0,0,0,0,0,118
3,19,7,17,189,189,298,303,306,310,11,0,0,7,0,0,0,0,0,0,113
